Applicant_ID,Annual_Income,Current_Debt,Credit_Score,Loan_Amount,Years_Employed,Debt_to_Income,Risk_Factor,Loan_Status
1065,72187,16326,583,15581,16,0.2261626054552759,-5.168373945447241,0
1066,80343,12086,567,21152,9,0.15043003124105397,-5.06569968758946,0
1067,58919,2805,606,28668,16,0.047607732649909196,-7.183922673500907,0
1068,75052,14328,661,20300,16,0.19090763737142247,-6.300923626285776,0
1069,65424,22113,554,13604,3,0.33799523110785035,-2.460047688921496,1
1070,50323,19631,731,16970,5,0.3900999542952527,-3.9090004570474726,1
1071,65420,19826,562,21013,11,0.3030571690614491,-3.689428309385509,1
1072,83070,21180,834,21201,19,0.2549656915854099,-7.690343084145901,0
1073,59462,15443,808,16479,16,0.2597120850290942,-7.082879149709058,0
1074,83469,15986,639,16871,16,0.19152020510608728,-6.074797948939127,0
1075,20703,11911,653,15092,9,0.5753272472588514,-1.6767275274114861,1
1076,72328,13419,735,25705,6,0.18552980864948568,-6.094701913505142,0
1077,61305,18078,799,15826,15,0.29488622461463176,-6.541137753853683,0
1078,55514,21019,804,17676,12,0.3786252116583204,-5.453747883416795,0
1079,61376,14302,625,17533,2,0.23302267987486966,-4.119773201251303,0
1080,30186,12749,657,11970,1,0.42234810839462,-2.4465189160538006,1
1081,56704,15002,705,15682,15,0.2645668735891648,-5.904331264108352,0
1082,65356,18006,631,26140,5,0.2755064569435094,-4.054935430564906,1
1083,82168,7780,626,13953,5,0.09468406192191607,-5.813159380780839,0
1084,52225,3519,807,15181,12,0.06738152225945429,-8.596184777405457,0
1085,47872,12247,676,13337,6,0.25582804144385024,-4.8017195855614965,0
1086,52473,8896,831,19546,4,0.16953480837764184,-7.014651916223583,0
1087,73731,12459,637,29427,6,0.16897912682589414,-5.280208731741059,0
1088,64931,14261,753,19336,1,0.2196331490351296,-5.4336685096487045,0
1089,52053,12733,565,20333,16,0.24461606439590416,-4.8038393560409585,0
1090,67699,22262,700,16022,12,0.3288379444304938,-4.911620555695062,0
1091,61456,16633,803,19691,15,0.27064891955219994,-6.8235108044779995,0
1092,74529,16502,737,26145,19,0.22141716647211152,-7.0558283352788855,0
1093,49469,18111,581,20714,1,0.3661080676787483,-2.2489193232125166,1
1094,55085,9305,820,30658,4,0.16892075882726695,-6.91079241172733,0
1095,54118,20195,554,26297,17,0.37316604456927455,-3.5083395543072546,1
1096,38047,14621,718,19568,6,0.38428785449575525,-3.937121455042447,1
1097,64441,18352,730,19471,10,0.28478763520119177,-5.452123647988082,0
1098,63915,9640,727,28154,10,0.15082531487131345,-6.7617468512868655,0
1099,60076,7231,692,20686,16,0.12036420533990279,-7.316357946600972,0
1100,56481,19089,797,27044,15,0.33797206140117914,-6.090279385988208,0
1101,38769,16882,676,30014,12,0.4354510046686786,-3.6054899533132145,1
1102,53690,10489,812,18978,4,0.19536226485379027,-6.566377351462097,0
1103,54859,10651,589,21759,19,0.1941522813029767,-5.848477186970232,0
1104,47965,20627,804,24900,15,0.4300427394975503,-5.239572605024496,0
1105,57580,9052,692,23837,15,0.15720736366794025,-6.847926363320598,0
1106,66060,23213,789,23802,15,0.35139267332727825,-5.876073266727217,0
1107,88292,10496,777,13332,13,0.11887826756671047,-7.881217324332895,0
1108,62618,18191,747,15757,5,0.29050752179884376,-5.064924782011563,0
1109,63863,13356,614,17523,1,0.2091351799946761,-4.1486482000532385,0
1110,58883,18015,560,26072,13,0.3059456889085135,-3.840543110914865,1
1111,31218,12279,657,13823,15,0.39333077070920625,-4.136692292907938,0
1112,59602,14186,575,27616,19,0.2380121472433811,-5.269878527566188,0
1113,60903,15204,700,23899,12,0.24964287473523472,-5.703571252647653,0
1114,96948,9989,770,25771,14,0.10303461649544085,-8.069653835045592,0
1115,57114,18704,786,15352,11,0.32748538011695905,-5.6851461988304095,0
1116,64523,12433,786,20361,8,0.19269097841079924,-6.733090215892008,0
1117,59479,13857,768,21494,17,0.23297298206089545,-7.050270179391045,0
1118,42469,10028,700,21274,13,0.23612517365607855,-5.938748263439215,0
1119,77142,2188,672,21478,19,0.028363278110497523,-8.336367218895024,0
1120,71278,14044,693,18617,3,0.19703134206908163,-5.259686579309183,0
1121,71865,27063,738,20676,7,0.37658108954289293,-4.314189104571071,0
1122,46359,18923,804,25167,7,0.408183955650467,-4.658160443495329,0
1123,81041,14903,617,14167,15,0.1838945718833677,-5.831054281166323,0
1124,38972,13685,653,27735,9,0.351149543261829,-3.91850456738171,1
1125,68802,15112,708,24909,16,0.21964477776808813,-6.483552222319119,0
1126,92856,17735,849,15173,0,0.19099465839579563,-6.580053416042044,0
1127,45141,9095,639,21919,17,0.20147980771360846,-6.075201922863916,0
1128,51505,20571,805,24507,9,0.3993981166877002,-4.956018833122999,0
1129,61494,18576,769,13823,3,0.3020782515367353,-4.969217484632647,0
1130,52447,18590,558,20209,0,0.35445306690563805,-2.0354693309436196,1
1131,36740,17192,561,19607,3,0.46793685356559606,-1.2306314643440397,1
1132,61028,15098,793,16772,3,0.24739463852657798,-5.75605361473422,0
1133,44065,18364,731,20461,3,0.41674798592987633,-3.4425201407012365,1
1134,67103,17959,833,16998,16,0.26763333979106746,-7.253666602089325,0
1135,46208,13229,648,26871,8,0.28629241689750695,-4.417075831024931,0
1136,83249,12131,746,16866,18,0.14571946810171893,-7.80280531898281,0
1137,48251,15509,775,23959,12,0.3214233901888044,-5.735766098111957,0
1138,55169,22745,652,11723,3,0.41227863474052456,-2.697213652594754,1
1139,72202,8804,655,19190,4,0.12193568045206504,-5.73064319547935,0
1140,41537,7662,607,20061,12,0.1844620458867997,-5.425379541132004,0
1141,63411,15823,627,19028,15,0.24953083849805238,-5.274691615019476,0
1142,79607,15254,624,18018,4,0.19161631514816535,-4.7238368485183475,0
1143,35887,15866,591,16662,7,0.4421099562515674,-2.1889004374843264,1
1144,62769,16219,730,23772,15,0.258391881342701,-6.216081186572989,0
1145,63898,13883,582,24997,0,0.2172681461078594,-3.647318538921406,1
1146,71727,22449,620,19589,5,0.3129783763436363,-3.5702162365636374,1
1147,41445,6995,605,14516,10,0.16877789841959223,-5.362221015804078,0
1148,40193,10857,654,28969,15,0.2701216629761401,-5.338783370238599,0
1149,67829,14483,749,15601,4,0.21352223974995946,-5.754777602500406,0
1150,64454,6784,650,12702,15,0.10525335898470227,-6.947466410152977,0
1151,63757,14120,805,9936,6,0.22146587825650516,-6.435341217434949,0
1152,65196,23307,623,20497,18,0.3574912571323394,-4.455087428676606,0
1153,49799,15104,720,18912,0,0.3032992630374104,-4.167007369625896,0
1154,63483,16153,692,25154,8,0.25444607217680326,-5.175539278231967,0
1155,64396,8699,715,23055,17,0.13508603018821044,-7.499139698117896,0
1156,49284,11918,810,21451,12,0.24182290398506615,-6.881770960149338,0
1157,87986,13124,770,18643,14,0.1491600936512627,-7.608399063487374,0
1158,67107,13411,632,25549,2,0.19984502361899653,-4.521549763810035,0
1159,42130,21408,731,29336,9,0.5081414668882032,-3.1285853311179683,1
1160,69848,17788,559,25044,8,0.25466727751689383,-3.8433272248310617,1
1161,45379,9442,553,17682,12,0.20806981202758987,-4.649301879724102,0
1162,71806,16232,841,23907,15,0.22605353313093612,-7.649464668690639,0
1163,77378,17491,830,17989,2,0.22604616299206493,-6.239538370079352,0
1164,47689,20700,764,14474,14,0.4340623623896496,-4.699376376103503,0
1165,74450,22902,647,15504,16,0.30761584956346544,-4.993841504365346,0
1166,66191,9924,650,18209,13,0.14992974875738393,-6.30070251242616,0
1167,72330,10945,558,20519,6,0.1513203373427347,-4.666796626572653,0
1168,88451,8712,610,30302,19,0.09849521203830369,-7.015047879616963,0
1169,56319,13829,695,15591,15,0.24554768373017988,-5.994523162698202,0
1170,48693,17331,612,26617,7,0.35592384942394184,-3.2607615057605814,1
1171,46657,19936,670,18413,3,0.4272885097627366,-2.7271149023726338,1
1172,47762,14620,775,9918,19,0.3061010845441983,-6.588989154558018,0
1173,58843,13400,654,17471,14,0.22772462314973743,-5.6627537685026255,0
1174,65117,15758,809,25883,4,0.24199517791053027,-6.070048220894698,0
1175,64150,10824,804,21723,12,0.16872954014029617,-7.552704598597038,0
1176,72407,25447,756,22022,5,0.3514439211678429,-4.545560788321571,0
1177,60195,6961,577,26642,4,0.11564083395630867,-5.013591660436913,0
1178,81803,15923,719,14818,16,0.19465056293778957,-6.843494370622105,0
1179,56030,25118,625,14741,6,0.44829555595216847,-2.3670444404783155,1
1180,100802,15033,665,8681,5,0.14913394575504454,-5.658660542449555,0
1181,69385,14049,618,24385,1,0.20247892195719536,-4.255210780428046,0
1182,47142,13212,783,22812,10,0.28025964108438334,-6.027403589156167,0
1183,43936,14098,550,23619,6,0.32087581937363435,-2.8912418062636567,1
1184,67237,21864,716,14084,7,0.32517810134301056,-4.608218986569894,0
1185,56648,3940,767,11978,4,0.06955232311820364,-7.3744767688179635,0
1186,70710,22667,822,13401,17,0.32056286239570075,-6.714371376042993,0
1187,67098,7880,800,15387,15,0.11744016215088378,-8.325598378491161,0
1188,58907,13666,723,27769,13,0.2319928022136588,-6.210071977863412,0
1189,47298,12853,719,25000,11,0.2717451055012897,-5.572548944987103,0
1190,37277,17942,795,17708,16,0.48131555650937574,-4.736844434906242,0
1191,53302,7009,639,21496,4,0.1314960039022926,-5.475039960977075,0
1192,72845,17310,598,16608,13,0.23762783993410666,-4.903721600658934,0
1193,63211,25121,843,21821,5,0.3974150068817136,-4.955849931182864,0
1194,41313,8184,699,14309,14,0.1980974511654927,-6.409025488345073,0
1195,62597,15948,681,23751,6,0.2547725929357637,-4.862274070642362,0
1196,65779,11690,608,15751,13,0.17771629243375545,-5.602837075662445,0
1197,46742,17129,748,24029,17,0.36645843138932865,-5.515415686106714,0
1198,62305,15095,764,17862,0,0.24227590081052885,-5.217240991894711,0
1199,60873,11792,598,16049,5,0.19371478323723162,-4.542852167627684,0
1200,42855,17439,781,28064,2,0.40693034651732585,-3.940696534826741,1
1201,65366,24021,796,20884,4,0.3674846250344216,-4.685153749655784,0
1202,68411,14045,788,18389,11,0.20530324070690387,-6.926967592930961,0
1203,76245,18598,717,23790,10,0.2439241917502787,-5.730758082497212,0
1204,75807,8533,597,13300,12,0.11256216444391678,-6.044378355560832,0
1205,39334,10217,600,25534,15,0.25974983474856356,-4.902501652514364,0
1206,45932,17362,848,19302,17,0.3779935556910215,-6.400064443089786,0
1207,67725,22420,647,23003,16,0.3310446659283869,-4.759553340716131,0
1208,67706,16778,765,12260,16,0.24780669364605795,-6.7719330635394215,0
1209,67725,13434,726,18087,10,0.1983610188261351,-6.276389811738649,0
1210,117790,14996,629,20022,19,0.12731131675014856,-6.916886832498514,0
1211,68563,8747,734,25151,9,0.1275760978953663,-6.964239021046337,0
1212,77033,18022,576,23402,15,0.2339516830449288,-4.920483169550712,0
1213,74310,19411,744,18037,1,0.26121652536670703,-4.9278347463329295,0
1214,69770,12739,763,21589,16,0.18258563852658735,-7.404143614734126,0
1215,55270,12649,663,26282,19,0.2288583318255835,-6.241416681744164,0
1216,71384,16329,791,19000,9,0.22874873921326908,-6.522512607867309,0
1217,48407,12816,673,18455,12,0.26475509740326814,-5.28244902596732,0
1218,56447,14669,625,10551,11,0.2598720924052651,-4.751279075947349,0
1219,52719,25498,745,18604,14,0.483658642993987,-4.0134135700601306,1
1220,61228,13764,593,11301,6,0.22479911151760631,-4.282008884823936,0
1221,94719,13208,735,19428,12,0.1394440397385952,-7.155559602614048,0
1222,31991,11762,795,24940,11,0.36766590603607263,-5.373340939639274,0
1223,70293,18720,633,9401,11,0.26631385770987154,-4.766861422901284,0
1224,35809,14093,756,26171,1,0.39356027814236644,-3.7243972185763354,1
1225,52921,11753,700,18348,4,0.2220857504582302,-5.1791424954176986,0
1226,76334,21606,705,19864,1,0.28304556292084787,-4.319544370791521,0
1227,60964,22098,565,17487,19,0.3624762154714258,-3.9252378452857424,1
1228,43833,11997,714,11433,12,0.27369789884333723,-5.603021011566628,0
1229,49270,5667,694,16085,2,0.11501928151004669,-5.989807184899534,0
1230,70193,20037,586,30487,10,0.28545581468237574,-4.005441853176243,1
1231,49044,11576,594,14519,15,0.23603295000407798,-5.079670499959221,0
1232,63246,18953,755,12057,0,0.2996711254466686,-4.5532887455333135,0
1233,60683,5149,611,20706,18,0.0848507819323369,-7.061492180676631,0
1234,50225,19462,568,19571,10,0.3874962667994027,-2.805037332005973,1
1235,92159,8944,849,18383,8,0.09704966416736292,-8.31950335832637,0
1236,69508,18653,556,20072,13,0.26835759912528057,-4.176424008747194,0
1237,29622,15071,798,23221,8,0.5087772601444872,-3.6922273985551284,1
1238,62796,10230,666,17064,6,0.16290846550735716,-5.630915344926429,0
1239,50073,12964,617,20972,15,0.25890200307550976,-5.080979969244902,0
1240,72786,18431,583,25119,2,0.253221773417965,-3.4977822658203506,1
1241,48112,15529,743,15023,18,0.32276770867974724,-6.002322913202527,0
1242,58278,17922,604,8389,3,0.30752599608771747,-3.264740039122825,1
1243,67574,24882,815,23354,6,0.36821854559445943,-5.067814544055405,0
1244,72986,7178,591,32514,11,0.09834762831227907,-6.026523716877209,0
1245,41995,23086,846,19963,17,0.5497321109655912,-4.66267889034409,0
1246,54982,15521,780,21009,4,0.28229238659925066,-5.377076134007494,0
1247,52875,10506,559,18520,9,0.1986950354609929,-4.503049645390071,0
1248,50200,8348,677,27940,11,0.16629482071713148,-6.207051792828684,0
1249,86481,14054,728,19611,7,0.16250968420809195,-6.354903157919081,0
1250,66074,19608,742,19067,18,0.29675818022217515,-6.2524181977782485,0
1251,41086,14362,641,24554,14,0.3495594606435282,-4.3144053935647175,0
1252,73767,22555,780,17578,0,0.3057600281968902,-4.742399718031098,0
1253,91832,7744,627,13576,2,0.08432790312745013,-5.626720968725499,0
1254,75486,14939,634,24411,17,0.197904247145166,-6.06095752854834,0
1255,37209,8738,579,17042,17,0.23483565803972156,-5.141643419602785,0
1256,52736,16818,762,15122,1,0.31890928398058255,-4.530907160194174,0
1257,79003,19434,598,30500,4,0.24599065858258548,-3.9200934141741457,1
1258,49384,12896,814,19107,0,0.26113721043252874,-5.528627895674713,0
1259,66657,1978,694,22471,9,0.029674302773902216,-7.543256972260979,0
1260,71619,15994,618,20147,19,0.22332062720786383,-5.846793727921361,0
1261,46096,17183,607,15568,9,0.37276553280111074,-3.2423446719888926,1
1262,59107,17021,734,23447,4,0.28796927605867323,-4.8603072394132685,0
1263,11380,21178,611,21572,17,1.8609841827768014,10.799841827768017,1
1264,44634,9644,845,16703,14,0.21606846798404802,-7.689315320159519,0
1265,56211,18401,715,22165,19,0.32735585561544894,-5.776441443845511,0
1266,41283,20962,720,17428,7,0.5077634861807524,-2.8223651381924766,1
1267,84486,6107,612,14477,16,0.07228416542385721,-6.997158345761427,0
1268,38547,16598,696,13971,11,0.4305912262951721,-3.754087737048279,1
1269,53399,12479,710,21350,11,0.23369351485982884,-5.863064851401711,0
1270,61961,14592,690,18086,0,0.2355029776795081,-4.54497022320492,0
1271,81619,16738,646,27508,3,0.20507479876009263,-4.709252012399074,0
1272,38462,12563,770,19785,7,0.3266340803910353,-5.133659196089647,0
1273,77447,11621,592,16073,0,0.15005100262114737,-4.419489973788526,0
1274,60153,15170,841,20789,14,0.25219024820042224,-7.288097517995778,0
1275,45277,9563,657,13528,17,0.21121099012743777,-6.157890098725622,0
1276,66931,9570,815,19579,0,0.14298307211904798,-6.720169278809521,0
1277,62985,18396,644,21595,10,0.292069540366754,-4.519304596332461,0
1278,50996,9256,811,20978,1,0.18150443172013492,-6.39495568279865,0
1279,61047,18331,620,26513,0,0.30027683588055104,-3.19723164119449,1
1280,54220,17312,768,32987,11,0.31929177425304317,-5.587082257469568,0
1281,61702,6370,570,23356,15,0.10323814463064407,-6.1676185536935595,0
1282,69931,11612,641,25893,9,0.16604939154309248,-5.649506084569076,0
1283,83790,20970,676,32717,17,0.2502685284640172,-5.957314715359828,0
1284,41432,10094,629,14968,14,0.24362811353543154,-5.253718864645684,0
1285,91995,12677,787,20653,16,0.13780096744388282,-8.091990325561172,0
1286,30718,17310,731,17610,9,0.5635132495605183,-2.5748675043948164,1
1287,57723,18916,574,24213,2,0.32770299533981256,-2.662970046601875,1
1288,68824,13742,705,21358,15,0.19966872021387888,-6.553312797861211,0
1289,64214,12012,554,15907,5,0.1870620113993833,-4.169379886006167,0
1290,50659,22111,669,20054,2,0.43646736019266075,-2.5253263980733927,1
1291,56878,23694,826,25234,8,0.41657582896726325,-4.894241710327367,0
1292,52604,19894,567,13481,10,0.37818416850429626,-2.888158314957037,1
1293,51159,15426,747,16013,12,0.30153052248871165,-5.654694775112883,0
1294,72744,10958,606,15263,17,0.15063785329374244,-6.253621467062575,0
1295,65355,10847,642,21631,3,0.16597046897712495,-5.06029531022875,0
1296,49606,17612,568,26202,7,0.3550376970527759,-2.8296230294722413,1
1297,73493,17091,742,9951,12,0.2325527601268148,-6.294472398731852,0
1298,64609,22007,786,20471,9,0.3406181801297033,-5.353818198702967,0
1299,72192,18252,826,15378,1,0.25282579787234044,-5.831742021276595,0
1300,69444,7484,776,25027,7,0.10777028972985427,-7.3822971027014574,0
1301,47565,20259,782,18815,5,0.425922421948912,-4.06077578051088,1
1302,51597,10009,589,20653,15,0.19398414636509875,-5.450158536349012,0
1303,71209,13080,702,19993,17,0.18368464660365966,-6.883153533963403,0
1304,69155,16251,676,25621,16,0.234993854385077,-6.010061456149229,0
1305,59686,24978,786,30243,5,0.41849009818047783,-4.175099018195222,0
1306,61759,30549,604,14326,12,0.4946485532473,-2.2935144675270003,1
1307,79164,18033,721,15237,13,0.22779293618311353,-6.232070638168865,0
1308,51126,14084,658,21607,9,0.2754762743027031,-4.725237256972969,0
1309,68206,17672,733,15917,10,0.2590974401079084,-5.739025598920916,0
1310,56967,19438,747,24667,12,0.34121508943774465,-5.257849105622554,0
1311,56734,13396,636,25470,11,0.23611943455423556,-5.098805654457644,0
1312,76481,23976,750,17267,8,0.3134896248741518,-5.165103751258482,0
1313,72381,16150,824,16182,3,0.2231248532073334,-6.308751467926666,0
1314,72202,17488,760,18626,6,0.24220935708152128,-5.777906429184787,0
1315,79582,18329,667,20520,1,0.23031590058053328,-4.466840994194667,0
1316,60315,17107,740,21574,6,0.2836276216529885,-5.163723783470115,0
1317,70229,19194,591,8735,8,0.27330589927238036,-3.9769410072761966,1
1318,55345,11913,591,15162,4,0.2152497967296052,-4.157502032703948,0
1319,64862,12208,825,17979,14,0.1882149794949277,-7.767850205050722,0
1320,58047,9499,566,16015,17,0.16364325460402776,-5.723567453959723,0
1321,61454,17197,832,5676,3,0.27983532398216554,-5.821646760178345,0
1322,68927,18894,807,10558,18,0.27411609383840874,-7.1288390616159125,0
1323,47726,17288,612,13473,19,0.36223442148933493,-4.39765578510665,0
1324,91385,23372,611,19423,6,0.2557531323521366,-4.152468676478634,0
1325,44909,14972,649,17818,7,0.333385290253624,-3.8561470974637597,1
1326,41787,18343,568,16842,16,0.43896427118481823,-2.8903572881518174,1
1327,77371,9541,566,23982,12,0.12331493712114358,-5.6268506287885645,0
1328,71874,13064,795,23980,10,0.18176252886996688,-7.132374711300331,0
1329,69361,18477,800,20749,0,0.26638889289370105,-5.336111071062989,0
1330,69425,19245,630,20600,1,0.2772056175729204,-3.627943824270796,1
1331,59816,13530,588,15716,16,0.22619366055904774,-5.218063394409523,0
1332,46541,14642,585,16315,4,0.31460432736726757,-3.103956726327324,1
1333,61137,7410,746,11461,5,0.12120319937190245,-6.747968006280976,0
1334,49842,13214,707,18746,6,0.2651177721600257,-5.0188222783997425,0
1335,74626,19451,753,23928,14,0.2606464234985126,-6.323535765014874,0
1336,57794,17876,745,26771,18,0.3093054642350417,-6.156945357649583,0
1337,47617,17503,765,18776,15,0.3675788058886532,-5.474211941113468,0
1338,55179,15248,834,22458,12,0.27633701226916035,-6.776629877308396,0
1339,66193,15035,745,5720,4,0.2271388213255178,-5.578611786744823,0
1340,51544,11698,701,17835,2,0.226951730560298,-4.94048269439702,0
1341,47666,18494,563,17718,2,0.38799144043972644,-1.9500855956027354,1
1342,63655,17104,695,27455,18,0.2686984525960254,-6.063015474039745,0
1343,63674,17460,606,21964,13,0.2742092533844269,-4.617907466155731,0
1344,52395,12369,760,22471,15,0.23607214428857715,-6.739278557114228,0
1345,52934,4233,817,22211,16,0.07996750670646466,-8.970324932935354,0
1346,63480,20485,759,20227,3,0.3227000630119723,-4.662999369880277,0
1347,38278,12605,566,27661,12,0.3293014264068133,-3.5669857359318673,1
1348,38888,10686,835,8473,7,0.27478913803744087,-6.302108619625591,0
1349,49223,18467,752,20731,18,0.3751701440383561,-5.568298559616439,0
1350,56798,13039,648,25649,4,0.2295679425331878,-4.584320574668123,0
1351,64663,20299,828,10543,1,0.3139198614354422,-5.240801385645577,0
1352,82130,18085,758,24189,14,0.22019968342871057,-6.778003165712894,0
1353,72864,18417,678,16194,1,0.2527585638998682,-4.352414361001317,0
1354,57600,8170,837,20549,10,0.14184027777777777,-7.9515972222222215,0
1355,59714,21059,801,16098,12,0.35266436681515223,-5.683356331848477,0
1356,44962,16306,814,24795,9,0.3626618033005649,-5.413381966994352,0
1357,59722,13153,820,18558,2,0.2202370985566458,-6.1976290144335415,0
1358,55670,15716,737,24228,4,0.28230644871564575,-4.9469355128435435,0
1359,64840,6118,763,22176,2,0.09435533621221469,-6.886446637877853,0
1360,47591,17043,832,16031,5,0.3581139291042424,-5.238860708957576,0
1361,67790,9853,760,22509,12,0.14534592122731965,-7.346540787726803,0
1362,82991,8236,625,16682,9,0.09923967659143762,-6.157603234085624,0
1363,58368,7388,697,20320,18,0.12657620614035087,-7.504237938596491,0
1364,66025,20563,762,18467,7,0.3114426353653919,-5.205573646346081,0
1365,70352,11853,658,24499,17,0.16848135092108255,-6.595186490789175,0
1366,53981,22668,678,22701,2,0.4199255293529205,-2.780744706470795,1
1367,63361,12320,559,19846,16,0.19444137560960212,-5.245586243903979,0
1368,60188,6463,596,16571,7,0.10738020867947098,-5.58619791320529,0
1369,61465,9417,645,13655,9,0.1532091434149516,-5.817908565850485,0
1370,48404,21179,652,20678,1,0.4375464837616726,-2.2445351623832734,1
1371,60367,14220,695,16838,11,0.23555916311892258,-5.694408368810775,0
1372,67469,12258,576,10610,5,0.18168343980198312,-4.443165601980168,0
1373,81767,15800,769,13349,1,0.19323198845500017,-5.857680115449998,0
1374,74389,17508,567,28129,2,0.23535737810697818,-3.5164262189302185,1
1375,92297,20586,716,16700,16,0.22304083556345278,-6.529591644365473,0
1376,48489,22242,631,25410,6,0.4587019736435068,-2.3229802635649315,1
1377,73084,13201,621,18216,4,0.180627770784303,-4.80372229215697,0
1378,62750,8369,803,26197,0,0.13337051792828686,-6.696294820717131,0
1379,92847,12932,711,25835,7,0.1392829062866867,-6.417170937133133,0
1380,47875,16301,587,15871,11,0.34049086161879893,-3.565091383812011,1
1381,47404,10181,750,10060,13,0.21477090540882626,-6.652290945911737,0
1382,51009,10214,749,10483,15,0.20023917347918996,-6.987608265208101,0
1383,28141,16718,804,15956,9,0.5940798123734053,-2.999201876265946,1
